signal_name,timestamp,id_can,priority,value,unit,min,max
ACT_TORQUE A13,1763563501.957,0x18FF01F7,1,39.31071981025431,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563501.957,0x18FF01F7,1,25.621013737513938,°C,-40,215
ACT_SPEED B13,1763563501.957,0x18FF01F7,1,261.79506577262214,rpm,-32000,33535
ACT_TORQUE B13,1763563501.957,0x18FF01F7,1,39.31071981025431,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563501.957,0x18FF01F7,1,25.621013737513938,°C,-40,215
SYSTEMENABLE,1763563501.957,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.007,0x18FF01EA,1,523.0375340694709,rpm,-32000,33535
ACT_TORQUE A0,1763563502.007,0x18FF01EA,1,78.55512792341582,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.007,0x18FF01EA,1,26.239460204970772,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.007,0x18FF01EA,1,4.302783579178474,kW,-160,167.675
ACT_SPEED B0,1763563502.007,0x18FF02EA,1,523.0375340694709,rpm,-32000,33535
ACT_TORQUE B0,1763563502.007,0x18FF02EA,1,78.55512792341582,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.007,0x18FF02EA,1,26.239460204970772,°C,-40,215
ACT_SPEED A13,1763563502.007,0x18FF01F7,1,261.51876703473545,rpm,-32000,33535
ACT_TORQUE A13,1763563502.007,0x18FF01F7,1,39.27756396170791,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.007,0x18FF01F7,1,25.619730102485395,°C,-40,215
ACT_SPEED B13,1763563502.007,0x18FF01F7,1,261.51876703473545,rpm,-32000,33535
ACT_TORQUE B13,1763563502.007,0x18FF01F7,1,39.27756396170791,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.007,0x18FF01F7,1,25.619730102485395,°C,-40,215
SYSTEMENABLE,1763563502.007,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.057,0x18FF01EA,1,522.4344696906169,rpm,-32000,33535
ACT_TORQUE A0,1763563502.057,0x18FF01EA,1,78.48276019795334,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.057,0x18FF01EA,1,26.23694852360184,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.057,0x18FF01EA,1,4.293863148379265,kW,-160,167.675
ACT_SPEED B0,1763563502.057,0x18FF02EA,1,522.4344696906169,rpm,-32000,33535
ACT_TORQUE B0,1763563502.057,0x18FF02EA,1,78.48276019795334,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.057,0x18FF02EA,1,26.23694852360184,°C,-40,215
ACT_SPEED A13,1763563502.057,0x18FF01F7,1,261.21723484530844,rpm,-32000,33535
ACT_TORQUE A13,1763563502.057,0x18FF01F7,1,39.24138009897667,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.057,0x18FF01F7,1,25.618474261800927,°C,-40,215
ACT_SPEED B13,1763563502.057,0x18FF01F7,1,261.21723484530844,rpm,-32000,33535
ACT_TORQUE B13,1763563502.057,0x18FF01F7,1,39.24138009897667,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.057,0x18FF01F7,1,25.618474261800927,°C,-40,215
SYSTEMENABLE,1763563502.057,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.107,0x18FF01EA,1,521.7813108504938,rpm,-32000,33535
ACT_TORQUE A0,1763563502.107,0x18FF01EA,1,78.40438113713857,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.107,0x18FF01EA,1,26.234493739259694,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.107,0x18FF01EA,1,4.284212039601832,kW,-160,167.675
ACT_SPEED B0,1763563502.107,0x18FF02EA,1,521.7813108504938,rpm,-32000,33535
ACT_TORQUE B0,1763563502.107,0x18FF02EA,1,78.40438113713857,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.107,0x18FF02EA,1,26.234493739259694,°C,-40,215
ACT_SPEED A13,1763563502.107,0x18FF01F7,1,260.8906554252469,rpm,-32000,33535
ACT_TORQUE A13,1763563502.107,0x18FF01F7,1,39.202190568569286,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.107,0x18FF01F7,1,25.617246869629852,°C,-40,215
ACT_SPEED B13,1763563502.107,0x18FF01F7,1,260.8906554252469,rpm,-32000,33535
ACT_TORQUE B13,1763563502.107,0x18FF01F7,1,39.202190568569286,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.107,0x18FF01F7,1,25.617246869629852,°C,-40,215
SYSTEMENABLE,1763563502.107,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.157,0x18FF01EA,1,521.0764229323299,rpm,-32000,33535
ACT_TORQUE A0,1763563502.157,0x18FF01EA,1,78.3197945869589,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.157,0x18FF01EA,1,26.232090534318772,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.157,0x18FF01EA,1,4.273808609086544,kW,-160,167.675
ACT_SPEED B0,1763563502.157,0x18FF02EA,1,521.0764229323299,rpm,-32000,33535
ACT_TORQUE B0,1763563502.157,0x18FF02EA,1,78.3197945869589,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.157,0x18FF02EA,1,26.232090534318772,°C,-40,215
ACT_SPEED A13,1763563502.157,0x18FF01F7,1,260.53821146616497,rpm,-32000,33535
ACT_TORQUE A13,1763563502.157,0x18FF01F7,1,39.15989729347945,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.157,0x18FF01F7,1,25.61604526715939,°C,-40,215
ACT_SPEED B13,1763563502.157,0x18FF01F7,1,260.53821146616497,rpm,-32000,33535
ACT_TORQUE B13,1763563502.157,0x18FF01F7,1,39.15989729347945,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.157,0x18FF01F7,1,25.61604526715939,°C,-40,215
SYSTEMENABLE,1763563502.157,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.207,0x18FF01EA,1,520.3227585593631,rpm,-32000,33535
ACT_TORQUE A0,1763563502.207,0x18FF01EA,1,78.2293548622029,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.207,0x18FF01EA,1,26.229747997048804,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.207,0x18FF01EA,1,4.262699101709157,kW,-160,167.675
ACT_SPEED B0,1763563502.207,0x18FF02EA,1,520.3227585593631,rpm,-32000,33535
ACT_TORQUE B0,1763563502.207,0x18FF02EA,1,78.2293548622029,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.207,0x18FF02EA,1,26.229747997048804,°C,-40,215
ACT_SPEED A13,1763563502.207,0x18FF01F7,1,260.16137927968157,rpm,-32000,33535
ACT_TORQUE A13,1763563502.207,0x18FF01F7,1,39.11467743110145,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.207,0x18FF01F7,1,25.614873998524406,°C,-40,215
ACT_SPEED B13,1763563502.207,0x18FF01F7,1,260.16137927968157,rpm,-32000,33535
ACT_TORQUE B13,1763563502.207,0x18FF01F7,1,39.11467743110145,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.207,0x18FF01F7,1,25.614873998524406,°C,-40,215
SYSTEMENABLE,1763563502.207,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.257,0x18FF01EA,1,519.5177150342411,rpm,-32000,33535
ACT_TORQUE A0,1763563502.257,0x18FF01EA,1,78.13274963918825,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.257,0x18FF01EA,1,26.227458426922492,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.257,0x18FF01EA,1,4.250848001036077,kW,-160,167.675
ACT_SPEED B0,1763563502.257,0x18FF02EA,1,519.5177150342411,rpm,-32000,33535
ACT_TORQUE B0,1763563502.257,0x18FF02EA,1,78.13274963918825,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.257,0x18FF02EA,1,26.227458426922492,°C,-40,215
ACT_SPEED A13,1763563502.257,0x18FF01F7,1,259.75885751712053,rpm,-32000,33535
ACT_TORQUE A13,1763563502.257,0x18FF01F7,1,39.066374819594124,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.257,0x18FF01F7,1,25.613729213461248,°C,-40,215
ACT_SPEED B13,1763563502.257,0x18FF01F7,1,259.75885751712053,rpm,-32000,33535
ACT_TORQUE B13,1763563502.257,0x18FF01F7,1,39.066374819594124,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.257,0x18FF01F7,1,25.613729213461248,°C,-40,215
SYSTEMENABLE,1763563502.257,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.307,0x18FF01EA,1,518.6636415151181,rpm,-32000,33535
ACT_TORQUE A0,1763563502.307,0x18FF01EA,1,78.03026081689349,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.307,0x18FF01EA,1,26.225227840909536,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.307,0x18FF01EA,1,4.238292933675192,kW,-160,167.675
ACT_SPEED B0,1763563502.307,0x18FF02EA,1,518.6636415151181,rpm,-32000,33535
ACT_TORQUE B0,1763563502.307,0x18FF02EA,1,78.03026081689349,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.307,0x18FF02EA,1,26.225227840909536,°C,-40,215
ACT_SPEED A13,1763563502.307,0x18FF01F7,1,259.33182075755906,rpm,-32000,33535
ACT_TORQUE A13,1763563502.307,0x18FF01F7,1,39.015130408446744,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.307,0x18FF01F7,1,25.61261392045477,°C,-40,215
ACT_SPEED B13,1763563502.307,0x18FF01F7,1,259.33182075755906,rpm,-32000,33535
ACT_TORQUE B13,1763563502.307,0x18FF01F7,1,39.015130408446744,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.307,0x18FF01F7,1,25.61261392045477,°C,-40,215
SYSTEMENABLE,1763563502.307,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.357,0x18FF01EA,1,517.7581779572531,rpm,-32000,33535
ACT_TORQUE A0,1763563502.357,0x18FF01EA,1,77.92160518994969,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.357,0x18FF01EA,1,26.223050361068708,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.357,0x18FF01EA,1,4.225002442837238,kW,-160,167.675
ACT_SPEED B0,1763563502.357,0x18FF02EA,1,517.7581779572531,rpm,-32000,33535
ACT_TORQUE B0,1763563502.357,0x18FF02EA,1,77.92160518994969,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.357,0x18FF02EA,1,26.223050361068708,°C,-40,215
ACT_SPEED A13,1763563502.357,0x18FF01F7,1,258.87908897862656,rpm,-32000,33535
ACT_TORQUE A13,1763563502.357,0x18FF01F7,1,38.960802594974844,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.357,0x18FF01F7,1,25.611525180534354,°C,-40,215
ACT_SPEED B13,1763563502.357,0x18FF01F7,1,258.87908897862656,rpm,-32000,33535
ACT_TORQUE B13,1763563502.357,0x18FF01F7,1,38.960802594974844,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.357,0x18FF01F7,1,25.611525180534354,°C,-40,215
SYSTEMENABLE,1763563502.357,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.407,0x18FF01EA,1,516.8038462627057,rpm,-32000,33535
ACT_TORQUE A0,1763563502.407,0x18FF01EA,1,77.807085386604,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.407,0x18FF01EA,1,26.220931449665006,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.407,0x18FF01EA,1,4.211016964529031,kW,-160,167.675
ACT_SPEED B0,1763563502.407,0x18FF02EA,1,516.8038462627057,rpm,-32000,33535
ACT_TORQUE B0,1763563502.407,0x18FF02EA,1,77.807085386604,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.407,0x18FF02EA,1,26.220931449665006,°C,-40,215
ACT_SPEED A13,1763563502.407,0x18FF01F7,1,258.4019231313529,rpm,-32000,33535
ACT_TORQUE A13,1763563502.407,0x18FF01F7,1,38.903542693302,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.407,0x18FF01F7,1,25.6104657248325,°C,-40,215
ACT_SPEED B13,1763563502.407,0x18FF01F7,1,258.4019231313529,rpm,-32000,33535
ACT_TORQUE B13,1763563502.407,0x18FF01F7,1,38.903542693302,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.407,0x18FF01F7,1,25.6104657248325,°C,-40,215
SYSTEMENABLE,1763563502.407,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.457,0x18FF01EA,1,515.7969223015064,rpm,-32000,33535
ACT_TORQUE A0,1763563502.457,0x18FF01EA,1,77.68625451126007,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.457,0x18FF01EA,1,26.218863399508244,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.457,0x18FF01EA,1,4.196285577760965,kW,-160,167.675
ACT_SPEED B0,1763563502.457,0x18FF02EA,1,515.7969223015064,rpm,-32000,33535
ACT_TORQUE B0,1763563502.457,0x18FF02EA,1,77.68625451126007,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.457,0x18FF02EA,1,26.218863399508244,°C,-40,215
ACT_SPEED A13,1763563502.457,0x18FF01F7,1,257.8984611507532,rpm,-32000,33535
ACT_TORQUE A13,1763563502.457,0x18FF01F7,1,38.84312725563004,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.457,0x18FF01F7,1,25.60943169975412,°C,-40,215
ACT_SPEED B13,1763563502.457,0x18FF01F7,1,257.8984611507532,rpm,-32000,33535
ACT_TORQUE B13,1763563502.457,0x18FF01F7,1,38.84312725563004,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.457,0x18FF01F7,1,25.60943169975412,°C,-40,215
SYSTEMENABLE,1763563502.457,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.507,0x18FF01EA,1,514.7431471518305,rpm,-32000,33535
ACT_TORQUE A0,1763563502.507,0x18FF01EA,1,77.55980149329898,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.507,0x18FF01EA,1,26.21685692853923,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.507,0x18FF01EA,1,4.1808960428455295,kW,-160,167.675
ACT_SPEED B0,1763563502.507,0x18FF02EA,1,514.7431471518305,rpm,-32000,33535
ACT_TORQUE B0,1763563502.507,0x18FF02EA,1,77.55980149329898,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.507,0x18FF02EA,1,26.21685692853923,°C,-40,215
ACT_SPEED A13,1763563502.507,0x18FF01F7,1,257.37157357591525,rpm,-32000,33535
ACT_TORQUE A13,1763563502.507,0x18FF01F7,1,38.77990074664949,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.507,0x18FF01F7,1,25.608428464269615,°C,-40,215
ACT_SPEED B13,1763563502.507,0x18FF01F7,1,257.37157357591525,rpm,-32000,33535
ACT_TORQUE B13,1763563502.507,0x18FF01F7,1,38.77990074664949,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.507,0x18FF01F7,1,25.608428464269615,°C,-40,215
SYSTEMENABLE,1763563502.507,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.557,0x18FF01EA,1,513.6388927774763,rpm,-32000,33535
ACT_TORQUE A0,1763563502.557,0x18FF01EA,1,77.42729096837647,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.557,0x18FF01EA,1,26.214905030457878,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.557,0x18FF01EA,1,4.164799246387724,kW,-160,167.675
ACT_SPEED B0,1763563502.557,0x18FF02EA,1,513.6388927774763,rpm,-32000,33535
ACT_TORQUE B0,1763563502.557,0x18FF02EA,1,77.42729096837647,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.557,0x18FF02EA,1,26.214905030457878,°C,-40,215
ACT_SPEED A13,1763563502.557,0x18FF01F7,1,256.81944638873813,rpm,-32000,33535
ACT_TORQUE A13,1763563502.557,0x18FF01F7,1,38.713645484188234,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.557,0x18FF01F7,1,25.60745251522894,°C,-40,215
ACT_SPEED B13,1763563502.557,0x18FF01F7,1,256.81944638873813,rpm,-32000,33535
ACT_TORQUE B13,1763563502.557,0x18FF01F7,1,38.713645484188234,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.557,0x18FF01F7,1,25.60745251522894,°C,-40,215
SYSTEMENABLE,1763563502.557,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.607,0x18FF01EA,1,512.484178977759,rpm,-32000,33535
ACT_TORQUE A0,1763563502.607,0x18FF01EA,1,77.2887253124104,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.607,0x18FF01EA,1,26.21300766712589,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.607,0x18FF01EA,1,4.147999679125373,kW,-160,167.675
ACT_SPEED B0,1763563502.607,0x18FF02EA,1,512.484178977759,rpm,-32000,33535
ACT_TORQUE B0,1763563502.607,0x18FF02EA,1,77.2887253124104,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.607,0x18FF02EA,1,26.21300766712589,°C,-40,215
ACT_SPEED A13,1763563502.607,0x18FF01F7,1,256.2420894888795,rpm,-32000,33535
ACT_TORQUE A13,1763563502.607,0x18FF01F7,1,38.6443626562052,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.607,0x18FF01F7,1,25.606503833562943,°C,-40,215
ACT_SPEED B13,1763563502.607,0x18FF01F7,1,256.2420894888795,rpm,-32000,33535
ACT_TORQUE B13,1763563502.607,0x18FF01F7,1,38.6443626562052,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.607,0x18FF01F7,1,25.606503833562943,°C,-40,215
SYSTEMENABLE,1763563502.607,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.657,0x18FF01EA,1,511.2794915753093,rpm,-32000,33535
ACT_TORQUE A0,1763563502.657,0x18FF01EA,1,77.14416282411644,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.657,0x18FF01EA,1,26.211165449549103,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.657,0x18FF01EA,1,4.130508780680399,kW,-160,167.675
ACT_SPEED B0,1763563502.657,0x18FF02EA,1,511.2794915753093,rpm,-32000,33535
ACT_TORQUE B0,1763563502.657,0x18FF02EA,1,77.14416282411644,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.657,0x18FF02EA,1,26.211165449549103,°C,-40,215
ACT_SPEED A13,1763563502.657,0x18FF01F7,1,255.63974578765465,rpm,-32000,33535
ACT_TORQUE A13,1763563502.657,0x18FF01F7,1,38.57208141205822,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.657,0x18FF01F7,1,25.60558272477455,°C,-40,215
ACT_SPEED B13,1763563502.657,0x18FF01F7,1,255.63974578765465,rpm,-32000,33535
ACT_TORQUE B13,1763563502.657,0x18FF01F7,1,38.57208141205822,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.657,0x18FF01F7,1,25.60558272477455,°C,-40,215
SYSTEMENABLE,1763563502.657,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.707,0x18FF01EA,1,510.0247735213761,rpm,-32000,33535
ACT_TORQUE A0,1763563502.707,0x18FF01EA,1,76.99359665764446,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.707,0x18FF01EA,1,26.20937815011508,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.707,0x18FF01EA,1,4.112330264730474,kW,-160,167.675
ACT_SPEED B0,1763563502.707,0x18FF02EA,1,510.0247735213761,rpm,-32000,33535
ACT_TORQUE B0,1763563502.707,0x18FF02EA,1,76.99359665764446,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.707,0x18FF02EA,1,26.20937815011508,°C,-40,215
ACT_SPEED A13,1763563502.707,0x18FF01F7,1,255.01238676068806,rpm,-32000,33535
ACT_TORQUE A13,1763563502.707,0x18FF01F7,1,38.49679832882223,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.707,0x18FF01F7,1,25.60468907505754,°C,-40,215
ACT_SPEED B13,1763563502.707,0x18FF01F7,1,255.01238676068806,rpm,-32000,33535
ACT_TORQUE B13,1763563502.707,0x18FF01F7,1,38.49679832882223,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.707,0x18FF01F7,1,25.60468907505754,°C,-40,215
SYSTEMENABLE,1763563502.707,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.757,0x18FF01EA,1,508.715864807024,rpm,-32000,33535
ACT_TORQUE A0,1763563502.757,0x18FF01EA,1,76.83652761192221,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.757,0x18FF01EA,1,26.207640383901424,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.757,0x18FF01EA,1,4.093408795985735,kW,-160,167.675
ACT_SPEED B0,1763563502.757,0x18FF02EA,1,508.715864807024,rpm,-32000,33535
ACT_TORQUE B0,1763563502.757,0x18FF02EA,1,76.83652761192221,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.757,0x18FF02EA,1,26.207640383901424,°C,-40,215
ACT_SPEED A13,1763563502.757,0x18FF01F7,1,254.357932403512,rpm,-32000,33535
ACT_TORQUE A13,1763563502.757,0x18FF01F7,1,38.418263805961104,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.757,0x18FF01F7,1,25.60382019195071,°C,-40,215
ACT_SPEED B13,1763563502.757,0x18FF01F7,1,254.357932403512,rpm,-32000,33535
ACT_TORQUE B13,1763563502.757,0x18FF01F7,1,38.418263805961104,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.757,0x18FF01F7,1,25.60382019195071,°C,-40,215
SYSTEMENABLE,1763563502.757,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.807,0x18FF01EA,1,507.3586829658293,rpm,-32000,33535
ACT_TORQUE A0,1763563502.807,0x18FF01EA,1,76.67366579097884,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.807,0x18FF01EA,1,26.205959581408592,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.807,0x18FF01EA,1,4.073834966370634,kW,-160,167.675
ACT_SPEED B0,1763563502.807,0x18FF02EA,1,507.3586829658293,rpm,-32000,33535
ACT_TORQUE B0,1763563502.807,0x18FF02EA,1,76.67366579097884,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.807,0x18FF02EA,1,26.205959581408592,°C,-40,215
ACT_SPEED A13,1763563502.807,0x18FF01F7,1,253.67934148291465,rpm,-32000,33535
ACT_TORQUE A13,1763563502.807,0x18FF01F7,1,38.33683289548942,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.807,0x18FF01F7,1,25.602979790704293,°C,-40,215
ACT_SPEED B13,1763563502.807,0x18FF01F7,1,253.67934148291465,rpm,-32000,33535
ACT_TORQUE B13,1763563502.807,0x18FF01F7,1,38.33683289548942,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.807,0x18FF01F7,1,25.602979790704293,°C,-40,215
SYSTEMENABLE,1763563502.807,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.857,0x18FF01EA,1,505.95298187475373,rpm,-32000,33535
ACT_TORQUE A0,1763563502.857,0x18FF01EA,1,76.50498166004978,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.857,0x18FF01EA,1,26.20433501240942,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.857,0x18FF01EA,1,4.053610178990002,kW,-160,167.675
ACT_SPEED B0,1763563502.857,0x18FF02EA,1,505.95298187475373,rpm,-32000,33535
ACT_TORQUE B0,1763563502.857,0x18FF02EA,1,76.50498166004978,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.857,0x18FF02EA,1,26.20433501240942,°C,-40,215
ACT_SPEED A13,1763563502.857,0x18FF01F7,1,252.97649093737687,rpm,-32000,33535
ACT_TORQUE A13,1763563502.857,0x18FF01F7,1,38.25249083002489,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.857,0x18FF01F7,1,25.602167506204704,°C,-40,215
ACT_SPEED B13,1763563502.857,0x18FF01F7,1,252.97649093737687,rpm,-32000,33535
ACT_TORQUE B13,1763563502.857,0x18FF01F7,1,38.25249083002489,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.857,0x18FF01F7,1,25.602167506204704,°C,-40,215
SYSTEMENABLE,1763563502.857,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.907,0x18FF01EA,1,504.49603173531295,rpm,-32000,33535
ACT_TORQUE A0,1763563502.907,0x18FF01EA,1,76.33014764331689,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.907,0x18FF01EA,1,26.20276352820765,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.907,0x18FF01EA,1,4.032700449033817,kW,-160,167.675
ACT_SPEED B0,1763563502.907,0x18FF02EA,1,504.49603173531295,rpm,-32000,33535
ACT_TORQUE B0,1763563502.907,0x18FF02EA,1,76.33014764331689,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.907,0x18FF02EA,1,26.20276352820765,°C,-40,215
ACT_SPEED A13,1763563502.907,0x18FF01F7,1,252.24801586765648,rpm,-32000,33535
ACT_TORQUE A13,1763563502.907,0x18FF01F7,1,38.165073821658446,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.907,0x18FF01F7,1,25.60138176410382,°C,-40,215
ACT_SPEED B13,1763563502.907,0x18FF01F7,1,252.24801586765648,rpm,-32000,33535
ACT_TORQUE B13,1763563502.907,0x18FF01F7,1,38.165073821658446,Nm,-6400,6707
ACT_DEVICETEMPERATURE B13,1763563502.907,0x18FF01F7,1,25.60138176410382,°C,-40,215
SYSTEMENABLE,1763563502.907,0x18FF1080,1,2,state,0,3
ACT_SPEED A0,1763563502.957,0x18FF01EA,1,502.9859366064343,rpm,-32000,33535
ACT_TORQUE A0,1763563502.957,0x18FF01EA,1,76.14893622785145,Nm,-6400,6707
ACT_DEVICETEMPERATURE A0,1763563502.957,0x18FF01EA,1,26.201243346127082,°C,-40,215
ACT_DCBUSPOWER A0,1763563502.957,0x18FF01EA,1,4.01108430308404,kW,-160,167.675
ACT_SPEED B0,1763563502.957,0x18FF02EA,1,502.9859366064343,rpm,-32000,33535
ACT_TORQUE B0,1763563502.957,0x18FF02EA,1,76.14893622785145,Nm,-6400,6707
ACT_DEVICETEMPERATURE B0,1763563502.957,0x18FF02EA,1,26.201243346127082,°C,-40,215
ACT_SPEED A13,1763563502.957,0x18FF01F7,1,251.49296830321714,rpm,-32000,33535
ACT_TORQUE A13,1763563502.957,0x18FF01F7,1,38.074468113925725,Nm,-6400,6707
ACT_DEVICETEMPERATURE A13,1763563502.957,0x18FF01F7,1,25.600621673063536,°C,-40,215
ACT_SPEED B13,1763563502.957,0x18FF01F7,1,251.49296830321714,rpm,-32000,33535
ACT_TORQUE B13,1763563502.957,0x18FF01F7,1,38.074468113925725,Nm,-6400,6707
